Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,Lyrics
91959,2RsAajgo0g7bMCHxwH3Sk0,Nirvana,Nevermind (Remastered),Come As You Are,79,218920,False,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4,rock,"Come as you are, as you were
As I want you to be
As a friend, as a friend
As an old enemy
Take your time, hurry up
Choice is yours, don't be late
Take a rest as a friend
As an old memoria


Memoria
Memoria
Memoria

Come doused in mud, soaked in bleach
As I want you to be
As a trend, as a friend
As an old memoria


Memoria
Memoria
Memoria
You might also like
And I swear that I don't have a gun
No, I don't have a gun
No, I don't have a gun




'Ria
Memoria
Memoria
Memoria (No, I don't have a gun)


Well, I swear that I don't have a gun
No, I don't have a gun
No, I don't have a gun
No, I don't have a gun
No, I don't have a gun


(Memoria)
(Memoria)"
91350,4RCWB3V8V0dignt99LZ8vH,Plain White T's,All That We Needed,Hey There Delilah,80,232533,False,0.656,0.291,2,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971,4,rock,"Hey there, Delilah, what's it like in New York City?
I'm a thousand miles away, but girl, tonight, you look so pretty, yes you do
Times Square can't shine as bright as you
I swear it's true
Hey there, Delilah, don't you worry about the distance
I'm right there if you get lonely, give this song another listen, close your eyes
Listen to my voice, it's my disguise
I'm by your side


Oh, it's what you do to me
Oh, it's what you do to me
Oh, it's what you do to me
Oh, it's what you do to me
What you do to me


Hey there, Delilah, I know times are gettin' hard
But just believe me, girl, someday I'll pay the bills with this guitar, we'll have it good
We'll have the life we knew we would
My word is good
Hey there, Delilah, I've got so much left to say
If every simple song I wrote to you would take your breath away, I'd write it all
Even more in love with me, you'd fall
We'd have it all
You might also like
Oh, it's what you do to me
Oh, it's what you do to me
Oh, it's what you do to me
Oh, it's what you do to me


A thousand miles seems pretty far
But they've got planes, and trains, and cars
I'd walk to you if I had no other way
Our friends would all make fun of us
And we'll just laugh along because
We know that none of them have felt this way
Delilah, I can promise you
That by the time we get through
The world will never, ever be the same
And you're to blame


Hey there, Delilah, you be good and don't you miss me
Two more years and you'll be done with school, and I'll be making history like I do
You'll know it's all because of you
We can do whatever we want to
Hey there, Delilah, here's to you
This one's for you

Oh, it's what you do to me
Oh, it's what you do to me
Oh, it's what you do to me
Oh, it's what you do to me
What you do to me


Ho-oh, woah-oh, woah oh-oh oh-oh
Oh-oh, woah oh-oh oh woah
Oh oh-woah oh-oh, ooh-ooh, ooh-ooh"
91315,3oaqIiIIu9KUrfqE4AeT93,Bastille,10's Music Grandi Successi,Pompeii,1,216760,False,0.68,0.711,9,-6.371,1,0.0414,0.0918,0.0,0.241,0.571,127.436,4,rock,"Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu


I was left to my own devices
Many days fell away with nothing to show


And the walls kept tumbling down in the city that we love
Grey clouds roll over the hills, bringing darkness from above


But if you close your eyes, does it almost feel like nothing changed at all?
And if you close your eyes, does it almost feel like you've been here before?
How am I gonna be an optimist about this?
How am I gonna be an optimist about this?
You might also like
We were caught up and lost in all of our vices
In your pose as the dust settled around us


And the walls kept tumbling down in the city that we love
Grey clouds roll over the hills, bringing darkness from above


But if you close your eyes, does it almost feel like nothing changed at all?
And if you close your eyes, does it almost feel like you've been here before?
How am I gonna be an optimist about this?
How am I gonna be an optimist about this?

Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu


Oh, where do we begin, the rubble or our sins?
Oh-oh, where do we begin, the rubble or our sins?
And the walls kept tumbling down in the city that we love (Oh, where do we begin, the rubble or our sins?)
Grey clouds roll over the hills bringing darkness from above (Oh, where do we begin, the rubble or our sins?)

But if you close your eyes, does it almost feel like nothing changed at all?
And if you close your eyes, does it almost feel like you've been here before?
Oh, how am I going to be an optimist about this?
How am I going to be an optimist about this?
If you close your eyes, does it almost feel like nothing changed at all?

Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu"
91063,4FJFz3htV3dahKGoa2mGzh,OneRepublic,pov: it's 2019,Rescue Me,1,159650,False,0.761,0.606,11,-7.742,0,0.0424,0.157,0.0,0.574,0.646,121.038,4,rock,"Would you rescue me? Would you get my back?
Would you take my call when I start to crack?
Would you rescue me? Ah, would you rescue me?
Would you rescue me when I'm by myself?
When I need your love? If I need your help?
Would you rescue me? Ah, would you rescue me?


We don't talk much, not anymore
Broken bottles and slammin' doors
But we still care about each other
Say we care about each other
I know life took us far away
But I still dream 'bout the good old days
When we took care of each other
We were livin' for each other


But I start to wonder, wonder
If I'm slipping under, under (Oh, oh)


Would you rescue me? Would you get my back?
Would you take my call when I start to crack?
Would you rescue me? Ah, would you rescue me?
Would you rescue me when I'm by myself?
When I need your love, if I need your help
Would you rescue me? Ah, would you rescue me?
Would you rescue me? Would you get my back?
Would you take my call when I start to crack?
Would you rescue me? Ah
Would you rescue me? (Would you rescue me?)
Would you rescue me when I'm by myself?
When I need your love, if I need your help
Would you rescue me? Ah, would you rescue me?
See OneRepublic LiveGet tickets as low as $124You might also like
Yeah, I miss all the times we had
Can't forget what you can't get back
And you can't find it in another
Man, time, it ain't your lover
I don't care what you thought before
I'll be there anytime you call
Don't you ever call another
No need to call another


And I start to wonder, wonder
If I'm slipping under, under (Oh, oh)


Would you rescue me? Would you get my back?
Would you take my call when I start to crack?
Would you rescue me? Ah
Would you rescue me? (Would you rescue me?)
Would you rescue me when I'm by myself?
When I need your love, if I need your help
Would you rescue me? Ah, would you rescue me? (Yeah)


Would you rescue me?
Oh, rescue me (Would you rescue me?)
Would you rescue me? (When I'm by myself?)
(When I need your love, if I need your help)
Oh, rescue me
(Would you rescue me? Ah, would you rescue me?)

Would you rescue me? Would you get my back?
Would you take my call when I start to crack?
Would you rescue me? Ah, would you rescue me?
Would you rescue me when I'm by myself?
When I need your love, if I need your help
Would you rescue me? Ah, would you rescue me?"
91798,5CqgwvGdzmYmTAEDvRMKxA,Supertramp,Fiesta temática 70s,Give A Little Bit,0,248173,False,0.531,0.818,2,-5.358,1,0.0452,0.0694,0.00949,0.263,0.471,90.767,4,rock,"Ooh, yeah
Alright
Here we go again
Neah neah, whoa no, da na, hey hey
Yeah


Give a little bit
Give a little bit of your love to me
I'll give a little bit
I'll give a little bit of my love to you
There's so much that we need to share
So send a smile, and show you care

(Alright, alright)
I'll give a little bit
I'll give a little bit of my life for you
So give a little bit
Oh give a little bit of your time to me
See the man with the lonely eyes
Oh take his hand, you'll be surprised


Oh, take it
Ah, yeah
Come along
Yeah, yeah yeah, yeah
Yeah, yeah yeah, yeah yeah yeah yeah
Aaaah aaaah aaaah aaaah
Aaaah aaaah aaaah aaaah
Aaaah aaaah aaaah aaaah
You might also like
Give a little bit
Oh give a little bit of your love to me
I'll give a little bit
I'll give a little bit of my life for you
Now's the time that we need to share
So find yourself, we're on our way back home


Ooh, going home
Don't you need, don't you need to feel at home?
Oh yeah, we gotta see
Ooh yeah, gotta get a feeling
Ooh yeah, come along too
Whoo!
You come along too, neah
Come a... come a... come a... come along

Check t... check t... check to yeah
Ooh yeah, come along too
Yeah, come along too, yeah
Sing Betty Lou
Come along too
What a long ride
Come a long way
Ooh sing it tonight
Ooh yeah"
91111,7o2CTH4ctstm8TNelqjb51,Guns N' Roses,Appetite For Destruction,Sweet Child O' Mine,84,354520,True,0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,4,rock,"She's got a smile that it seems to me
Reminds me of childhood memories
Where everything was as fresh as the bright blue sky
Now and then when I see her face
She takes me away to that special place
And if I stared too long, I'd probably break down and cry


Woah, oh, oh
Sweet child o' mine
Woah, oh, oh, oh
Sweet love of mine



She's got eyes of the bluest skies
As if they thought of rain
I'd hate to look into those eyes and see an ounce of pain
Her hair reminds me of a warm, safe place
Where, as a child, I'd hide
And pray for the thunder and the rain to quietly pass me by
You might also like
Woah, oh, oh
Sweet child o' mine
Woah woah, oh, oh, oh
Sweet love of mine

Ooh!


Oh, oh-oh-yeah
Woah, yeah
Woah, oh, h-o
Sweet child of mine
Woah-oh, woah-oh
Sweet love of mine
Woah, oh-oh-oh
Sweet child of mine, ooh, yeah
Ooh-ooh-ooh-ooh
Sweet love of mine



Where do we go?
Where do we go now?
Where do we go?
Mm-mm, oh, where do we go?
Where do we go now?
Oh, where do we go now? (Where do we go?)
Where do we go? (Sweet child)
Mm-huh, where do we go now?
Ah-yah-yah-yah-yah-yah-yah-yah-oh (Where do we go? Where do we go?)
Ooh, where do we go now? (Where do we go?)
Uh-uh-uh, uh-uh-uh-oh, wow
Where do we go?
Oh-oh, where do we go now?
(Oh) Where do we go, oh-oh-oh-oh? (Oh, wow)
Where do we go now?
Where do we go?
Woah-oh, where do we go now?
No, no, no, no, no, no, no
Sweet child
Sweet child of mine"
91453,70LcF31zb1H0PyJoS1Sx1r,Radiohead,Pablo Honey,Creep,85,238640,True,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,4,rock,"When you were here before
Couldn't look you in the eye
You're just like an angel
Your skin makes me cry
You float like a feather
In a beautiful world
I wish I was special
You're so fuckin' special


But I'm a creep, I'm a weirdo
What the hell am I doing here?
I don't belong here


I don't care if it hurts
I wanna have control
I want a perfect body
I want a perfect soul
I want you to notice
When I'm not around
You're so fuckin' special
I wish I was special


But I'm a creep, I'm a weirdo
What the hell am I doing here?
I don't belong here
Oh-oh, oh-oh
You might also like
She's running out the door
She's running
She run, run, run, run
Run


Whatever makes you happy
Whatever you want
You're so fuckin' special
I wish I was special
But I'm a creep, I'm a weirdo
What the hell am I doing here?
I don't belong here
I don't belong here"
91861,6u0jvUG3ngqeqawhCXtPFq,James Blunt,Mellow Adult Pop,Postcards,3,286973,False,0.723,0.617,11,-8.312,1,0.0301,0.566,0.0,0.252,0.677,100.015,4,rock,"Sundays sitting on your back porch
And I came on with a couple of chords
And I played for you
You let me keep you entertained
With stories I exaggerate
That you know aren't true
And as you sit there making daisy chains
And I throw in a hand grenade
And tell you how it is I really feel for you


I'm sending postcards from my heart
Your love for a postmark and then
You know that you make me feel like
We've been caught like kids in the schoolyard again
And I can't keep it to myself
Can't spell it any better
L.O.V.E forever
I hope you know that
I'm sending a postcard
I don't care who sees what I've said
Or if the whole world knows what's in my head


We chased the sun til it got away
On a bicycle that your daddy made
But not made for two
Then we sat out on your rocking chair
You with a flower in your hair
That I found for you
But then Monday always comes around
And it's sad cause I can't see you now
Want you to know you're always in my head
See James Blunt LiveGet tickets as low as $55You might also like
I'm sending postcards from my heart
Your love for a postmark and then
You know that you make me feel like
We've been caught like kids in the schoolyard again
And I can't keep it to myself
Can't spell it any better
L.O.V.E forever
I hope you know that
I'm sending a postcard
I don't care who sees what I've said
Or if the whole world knows what's in my head


You know sometimes it's hard to see
You say the words that torture me
But inside I know exactly how I feel
The things that I can't say out loud
I'll find a place to write it down
I hope that they will find you in the end


I'm sending postcards from my heart
Your love for a postmark and then
You know that you make me feel like
We've been caught like kids in the schoolyard again
And I can't keep it to myself
Can't spell it any better
L.O.V.E forever
I hope you know that
I'm sending a postcard
I don't care who sees what I've said
Or if the whole world knows what's in my head

Know oh oh know oh oh know oh oh
All the things I want you to know oh oh know oh oh know oh oh (5x)
All the things I want you to know"
91250,5MAK1nd8R6PWnle1Q1WJvh,Everybody Loves an Outlaw,I See Red,I See Red,76,230613,False,0.509,0.448,4,-7.552,0,0.0357,0.00713,0.0137,0.244,0.221,156.909,3,rock,"Did you really think
I'd just forgive and forget, no
After catching you with her
Your blood should run cold, so cold


You, you two-timing, cheap lying, wannabe
You're a fool if you thought that I'd just let this go


I see red, red, oh red
A gun to your head, head, to your head
Now all I see is red, red, red


Did you really just say
She didn't mean anything, oh
I'll remember those words
When I come for your soul, your soul


Know that you, you dug your own grave, now lie in it
You're so cruel, but revenge is a dish best served cold


I see red, red, oh red
A gun to your head, head, to your head, oh
Executioner style, and there won't be no trial
Don't you know that you're better off dead
All I see is red, red, oh red
Now all I see is
You might also like
Run, hide
Oh, you're so done
Better sleep with one eye open tonight


I see red, red, oh red, oh
A gun to your head, head, to your head, oh
Executioner style, and there won't be no trial
Don't you know that you're better off dead
All I see is red, red, oh red
Now all I see is red, red"
91909,7A7FsIDnBMnz1PAnSOxUdh,Arctic Monkeys,I Ain't Quite Where I Think I Am,Body Paint,61,290584,False,0.556,0.315,7,-11.651,0,0.0625,0.568,0.0,0.0774,0.256,143.327,4,rock,"For a master of deception and subterfuge
You've made yourself quite the bed to lie in
Do your time travelling through the tanning booth
So you don’t let the sun catch you crying


So predictable, I know what you're thinking


My teeth are beating and my knees are weak
It's as if there’s something up with the wiring
You can poke your head behind the mountain peak
Don't have to mean that you've gone into hiding


So predictable, I know what you're thinking


I'm watching your every move
I feel the tears are coming on
It won't be long
It won't be long
Straight from the cover shoot
Still a trace of body paint
On your legs and on your arms and on your face
And I'm keeping on my costume
And calling it a writing tool
And if you’re thinking of me
I’m probably thinking of you
You might also like


There's still a trace of body paint
On your legs and on your arms and on your face
There’s still a trace of body paint
On your legs and on your arms and on your face
There's still a trace of body paint
On your legs and on your arms and on your face
There's still a trace of body paint
On your legs and on your arms and on your face


So predictable, I know what you're thinking


Ooh, ha
Yeah
Yeah"
